body_code	race_id	iteration	quota	ntv
WCC	2	1	3248.0	0.0
WCC	2	2	3229.2	75.2
WCC	2	3	3184.9	252.6
WCC	2	4	3083.7	657.0
WCC	2	5	3048.0	799.9
WCC	3	1	3970.5	0.0
WCC	3	2	3885.1	341.6
WCC	3	3	3844.0	506.1
WCC	3	4	3826.1	577.7
WCC	3	5	3797.6	691.5
WCC	3	6	3658.9	1246.3
WCC	4	1	2944.8	0.0
WCC	4	2	2894.9	199.2
WCC	4	3	2893.2	206.1
WCC	4	4	2877.2	270.0
WCC	4	5	2871.4	293.4
WCC	4	6	2849.6	380.6
WCC	4	7	2838.8	423.8
WCC	4	8	2812.3	529.7
WCC	4	9	2737.3	829.9
WCC	5	1	3019.8	0.0
WCC	5	2	2990.2	118.1
WCC	5	3	2955.4	257.6
WCC	5	4	2867.6	608.6
WCC	5	5	2804.9	859.3
WCC	6	1	2869.0	0.0
WCC	6	2	2718.6	451.3
WCC	7	1	50.6	0.0
WCC	7	2	48.1	17.1
WCC	7	3	46.8	26.5
WCC	7	4	46.1	31.1
WCC	7	5	45.7	34.4
WCDHB	1	1	1364.3	0.0
WCDHB	1	2	1358.2	48.6
WCDHB	1	3	1354.9	74.7
WCDHB	1	4	1346.1	145.5
WCDHB	1	5	1342.2	176.5
WCDHB	1	6	1340.7	188.6
WCDHB	1	7	1323.7	324.4
WCDHB	1	8	1314.9	394.5
WCDHB	1	9	1309.3	439.7
WHDHB	1	1	2575.750000001	0.0
WHDHB	1	2	2557.24316617	148.054670648
WHDHB	1	3	2552.481238417	186.15009267
WHDHB	1	4	2548.432860287	218.537117712
WHDHB	1	5	2547.35410513	227.167158962
WHDHB	1	6	2541.663566424	272.691468614
WHDHB	1	7	2540.322368843	283.421049261
WHDHB	1	8	2540.019732318	285.842141458
WHDHB	1	9	2533.23002424	340.159806083
WHDHB	1	10	2531.267914272	355.856685825
WHDHB	1	11	2530.815206621	359.478347037
WHDHB	1	12	2519.958555677	446.33155459
WHDHB	1	13	2517.749658315	464.002733483
WHDHB	1	14	2501.84021471	591.278282324
WHDHB	1	15	2498.188455093	620.492359261
WHDHB	1	16	2484.660307759	728.717537931
WHDHB	1	17	2478.1138763	781.088989608
WHDHB	1	18	2475.380323879	802.957408976
WHDHB	1	19	2420.670605149	1240.635158809
WHDHB	1	20	2397.698650121	1424.410799035
WHDHB	1	21	2382.751024008	1543.991807939
WHDHB	1	22	2372.332263574	1627.341891416
WHDHB	1	23	2365.144733385	1684.842132922
WHDHB	1	24	2360.2882141	1723.694287203
WHDHB	1	25	2357.048732097	1749.61014323
WRC	1	1	8228.0	0.0
WRC	1	2	7569.0	1318.0
WRC	2	1	6170.5	0.0
WRC	2	2	6132.5	152.1
WRC	2	3	6104.4	264.5
WRC	2	4	6048.2	489.1
WRC	2	5	6030.8	558.7
WRC	2	6	5914.3	1024.6
WRC	2	7	5883.3	1148.9
WRC	2	8	5717.2	1813.2
WRC	2	9	5545.0	2502.2
WRC	2	10	5476.6	2775.6
WRC	3	1	5667.7	0.0
WRC	3	2	5505.9	485.2
WRC	4	1	7389.0	0.0
WRC	4	2	7319.0	139.0
WRC	4	3	7147.0	484.0
WRC	4	4	6798.0	1182.0
WRC	5	1	9104.3	0.0
WRC	5	2	9044.1	361.1
WRC	5	3	9016.1	529.5
WRC	5	4	9003.8	603.4
WRC	5	5	8998.4	635.4
WRC	5	6	8977.1	763.5
WRC	5	7	8970.8	801.5
WRC	5	8	8943.3	966.4
WRC	5	9	8934.6	1018.2
WRC	5	10	8931.1	1039.4
WRC	5	11	8892.0	1273.9
WRC	5	12	8833.2	1626.8
WRC	5	13	8694.4	2459.8
WRC	5	14	8609.3	2970.5
